Municipality,Municipality Latitude,Municipality Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Acharnes,38.083333333333336,23.73333333333333,Lemonia',38.080645133949865,23.736461132613776,Café
Acharnes,38.083333333333336,23.73333333333333,YOU N•A•I•L•S ,38.08139558569984,23.737528462583782,Cosmetics Shop
Acharnes,38.083333333333336,23.73333333333333,Κρητικοπούλα,38.08875965535214,23.73258028085476,Meze Restaurant
Acharnes,38.083333333333336,23.73333333333333,Bartist Cafe/Bar,38.080024882988305,23.736392000834787,Cocktail Bar
Acharnes,38.083333333333336,23.73333333333333,Ωδείο,38.08301153489717,23.737051135286478,Café
Acharnes,38.083333333333336,23.73333333333333,ΣΤΑΜΟΥ,38.07914584204522,23.738201149754687,Ice Cream Shop
Acharnes,38.083333333333336,23.73333333333333,Tetris,38.080698,23.737315,Snack Place
Acharnes,38.083333333333336,23.73333333333333,Square,38.08154082929475,23.735514619147263,Café
Acharnes,38.083333333333336,23.73333333333333,Vamvakidis Sport Center,38.07960695316663,23.73941664351047,Gym
Acharnes,38.083333333333336,23.73333333333333,Καράφλας,38.07652481365037,23.73946567830689,Creperie
Acharnes,38.083333333333336,23.73333333333333,Mrs Pizza,38.087703,23.742728,Pizza Place
Acharnes,38.083333333333336,23.73333333333333,Museum Cafe,38.080686818582066,23.73575012059763,Café
Acharnes,38.083333333333336,23.73333333333333,Γερμανός,38.08146179085874,23.7364519169423,Mobile Phone Shop
Acharnes,38.083333333333336,23.73333333333333,Vodafone,38.083100278225714,23.73699560218648,Mobile Phone Shop
Acharnes,38.083333333333336,23.73333333333333,Vodafone,38.08307957918116,23.73698109127728,Mobile Phone Shop
Acharnes,38.083333333333336,23.73333333333333,Χαρτόραμα,38.08985057108519,23.737489344186873,Bookstore
Acharnes,38.083333333333336,23.73333333333333,Μεζεδοπωλείο ο Ζήκος,38.080035872495635,23.736428792256298,Meze Restaurant
Acharnes,38.083333333333336,23.73333333333333,Emporiko Cafe,38.082618624804276,23.73665525895049,Café
Acharnes,38.083333333333336,23.73333333333333,Κιτσαρώνας,38.08074205609377,23.73676581965007,Taverna
Acharnes,38.083333333333336,23.73333333333333,Intersport,38.09229033185984,23.7382185214911,Sporting Goods Shop
Acharnes,38.083333333333336,23.73333333333333,Coffee Island,38.090467543835864,23.737631252062396,Coffee Shop
Acharnes,38.083333333333336,23.73333333333333,Delice Cafe 2,38.078480327628654,23.73811968994071,Coffee Shop
Acharnes,38.083333333333336,23.73333333333333,ΑΒ Μενίδι 5,38.086204,23.725886,Supermarket
Acharnes,38.083333333333336,23.73333333333333,My market,38.0783866703705,23.734055367968388,Supermarket
Acharnes,38.083333333333336,23.73333333333333,Playback,38.08069815962019,23.73688842783455,Café
Acharnes,38.083333333333336,23.73333333333333,mts point,38.089406145863556,23.726532875721308,Women's Store
Acharnes,38.083333333333336,23.73333333333333,Κλικ,38.08078773054474,23.737455905030785,Café
Acharnes,38.083333333333336,23.73333333333333,Καθ' Οδον,38.08430472506109,23.745755967149044,Café
Acharnes,38.083333333333336,23.73333333333333,My market,38.08235056,23.73824523,Supermarket
Acharnes,38.083333333333336,23.73333333333333,Πλατεια Αγιου Νικολαου,38.08380664914425,23.73734751251694,Plaza
Acharnes,38.083333333333336,23.73333333333333,Del posto caffe,38.08576775902082,23.730408749797874,Café
Acharnes,38.083333333333336,23.73333333333333,In Vivo,38.08090835311158,23.736353251604292,Café
Acharnes,38.083333333333336,23.73333333333333,Εκλεκτόν,38.08070234073162,23.73739338733193,Souvlaki Shop
Acharnes,38.083333333333336,23.73333333333333,Πλατεία Αγίου Βλασσίου,38.08081160907519,23.73641717061823,Plaza
Acharnes,38.083333333333336,23.73333333333333,Φούρνος Μαρουγκα,38.0814443116427,23.74129823627099,Bakery
Acharnes,38.083333333333336,23.73333333333333,ΚΑΡΑΤΑΙΔΗΣ Ακαδημια,38.08184380592994,23.724934868484837,Soccer Field
Acharnes,38.083333333333336,23.73333333333333,Κλειστο Γυμναστηριο Χ. Χολιδης,38.081257424180826,23.724021719345817,Stadium
Acharnes,38.083333333333336,23.73333333333333,Θέατρο «Μίκης Θεοδωράκης»,38.082719479369715,23.723650648302822,Theater
Acharnes,38.083333333333336,23.73333333333333,Πλατεία Κάραβου,38.084487536521905,23.723081174114427,Plaza
Acharnes,38.083333333333336,23.73333333333333,Acharnes Suburban Rail Station (Σταθμός Προαστιακού Αχαρνές),38.080399351715656,23.74329713593281,Light Rail Station
Acharnes,38.083333333333336,23.73333333333333,Γωνιά,38.07646791997663,23.739723516414543,Souvlaki Shop
Acharnes,38.083333333333336,23.73333333333333,"Αρτοζαχαροπλαστείο ""Βλάσης""",38.092238772892834,23.735661763599385,Bakery
Acharnes,38.083333333333336,23.73333333333333,Σιδηροδρομικός Σταθμος Αχαρνών,38.080878478916574,23.74430239367375,Train Station
Acharnes,38.083333333333336,23.73333333333333,AB City,38.07511606171876,23.739802894454357,Grocery Store
Acharnes,38.083333333333336,23.73333333333333,ACS Courier,38.09243392944336,23.738420486450195,Shipping Store
Acharnes,38.083333333333336,23.73333333333333,Πλατεία,38.09295019170216,23.729862526367622,Plaza
Acharnes,38.083333333333336,23.73333333333333,50-50,38.09298928732979,23.739009079108875,Greek Restaurant
Acharnes,38.083333333333336,23.73333333333333,Athletic Club,38.09330812712028,23.738311494273884,Gym
Agia Paraskevi,38.011666666666656,23.82,Daddy's bread,38.01274458660634,23.820684722940744,Bakery
Agia Paraskevi,38.011666666666656,23.82,Starbucks,38.01306977553109,23.819315826096165,Coffee Shop
Agia Paraskevi,38.011666666666656,23.82,pet4u,38.01398565566725,23.819566841466,Pet Store
Agia Paraskevi,38.011666666666656,23.82,Play (Πλέει),38.010983432959705,23.824173261807136,Bar
Agia Paraskevi,38.011666666666656,23.82,WallStreet Food and Bar,38.014651259343594,23.821249165957695,Restaurant
Agia Paraskevi,38.011666666666656,23.82,Era Coffee Nuts Chocolate,38.012318,23.82209,Coffee Shop
Agia Paraskevi,38.011666666666656,23.82,Φαρμακείο Σταθοπούλου - Βλαχου,38.01380720108376,23.82003401583461,Pharmacy
Agia Paraskevi,38.011666666666656,23.82,Μωριάς,38.008444215886776,23.81938199935448,Taverna
Agia Paraskevi,38.011666666666656,23.82,Ζαχαροπλαστεία Κωνσταντινίδης,38.01181117223125,23.813978790735234,Dessert Shop
Agia Paraskevi,38.011666666666656,23.82,Coffee Lab,38.01358189241696,23.821480309585255,Coffee Shop
Agia Paraskevi,38.011666666666656,23.82,Κοσμικόν,38.01548391965058,23.815769937764557,Dessert Shop
Agia Paraskevi,38.011666666666656,23.82,Creperie Asterix,38.01369658426968,23.822646377176927,Creperie
Agia Paraskevi,38.011666666666656,23.82,Πανδαισία Παντοπωλείον,38.00923558723245,23.825247949332,Wine Shop
Agia Paraskevi,38.011666666666656,23.82,Coffee Berry,38.01409643687696,23.81925719399624,Coffee Shop
Agia Paraskevi,38.011666666666656,23.82,Romylos - All About Hair,38.016324797715065,23.818863630294796,Salon / Barbershop
Agia Paraskevi,38.011666666666656,23.82,Love.it,38.01401589028358,23.82669446612803,Furniture / Home Store
Agia Paraskevi,38.011666666666656,23.82,Κουλούρι,38.00830921179271,23.82599427593078,Bagel Shop
Agia Paraskevi,38.011666666666656,23.82,Alterlife ex-Shapes,38.01414215050726,23.82677849136944,Gym / Fitness Center
Agia Paraskevi,38.011666666666656,23.82,Cocoon Urban Spa,38.01250121016602,23.81199492453291,Yoga Studio
Agia Paraskevi,38.011666666666656,23.82,Τσι Τσι,38.00946517314753,23.82491740718219,Grilled Meat Restaurant
Agia Paraskevi,38.011666666666656,23.82,Cosmos Sport,38.013781,23.820451,Sporting Goods Shop
Agia Paraskevi,38.011666666666656,23.82,ΘΕΣ Γάλα,38.01122233695773,23.811483051487148,Food & Drink Shop
Agia Paraskevi,38.011666666666656,23.82,Pharmacy Dimou Harà (Φαρμακείο Δήμου Χαρά),38.01077095178095,23.82369902888579,Pharmacy
Agia Paraskevi,38.011666666666656,23.82,Frock n' Roll,38.008968683541625,23.82281113507454,Boutique
Agia Paraskevi,38.011666666666656,23.82,Zara Kids,38.01160857077968,23.82279269508813,Clothing Store
Agia Paraskevi,38.011666666666656,23.82,Big Spoon,38.00700893994368,23.827146429028446,Bar
Agia Paraskevi,38.011666666666656,23.82,Γάιδαρος,38.01508635763703,23.818401578565307,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,H&M,38.01225109326828,23.82259628748784,Clothing Store
Agia Paraskevi,38.011666666666656,23.82,Food Academy,38.00656234387117,23.82736236463445,BBQ Joint
Agia Paraskevi,38.011666666666656,23.82,Balloons Αγ. Παρασκευή,38.01269320516921,23.81762073470813,Playground
Agia Paraskevi,38.011666666666656,23.82,Λητώ,38.01394812193637,23.824101868973912,Baby Store
Agia Paraskevi,38.011666666666656,23.82,Φύσις,38.01384558412726,23.82990660969819,Dessert Shop
Agia Paraskevi,38.011666666666656,23.82,Νήσων Γη,38.01084692053178,23.81133627913452,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,AlcoHole,38.006134153726414,23.827004416319223,Bar
Agia Paraskevi,38.011666666666656,23.82,Sorry Mom,38.00612496943439,23.827035462538444,Beer Store
Agia Paraskevi,38.011666666666656,23.82,Τα Χελωνακια,38.013895108350326,23.825121967848666,Pool
Agia Paraskevi,38.011666666666656,23.82,Agia Paraskevi Square (Πλατεία Αγίας Παρασκευής),38.013192318908175,23.82088806875289,Plaza
Agia Paraskevi,38.011666666666656,23.82,Le Roi,38.0166090407225,23.812516923171327,Beer Bar
Agia Paraskevi,38.011666666666656,23.82,chillbox frozen yogurt,38.01294364189937,23.819477769003964,Frozen Yogurt Shop
Agia Paraskevi,38.011666666666656,23.82,Alto Corto,38.012783,23.818088,Coffee Shop
Agia Paraskevi,38.011666666666656,23.82,Κτηνιατρική Αγορά - Μαδεμοχωρίτης,38.011780455455515,23.81385407808107,Pet Store
Agia Paraskevi,38.011666666666656,23.82,Chicken Stories,38.012521541793156,23.819619370403025,Fried Chicken Joint
Agia Paraskevi,38.011666666666656,23.82,Ασκέρι,38.00725514573942,23.82737115515053,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,ΠΑΠΠΑΣ_Pizza Restaurant Cafe,38.01268443057091,23.82057132649388,Pizza Place
Agia Paraskevi,38.011666666666656,23.82,Halandri Tennis Club,38.013996483499035,23.81320973372151,Tennis Court
Agia Paraskevi,38.011666666666656,23.82,ΑΒ Αγ. Παρασκευή 2,38.01357223090984,23.823602362427952,Supermarket
Agia Paraskevi,38.011666666666656,23.82,Piccadilly,38.0071218203161,23.827184624452162,Café
Agia Paraskevi,38.011666666666656,23.82,Media Markt,38.014187,23.818252,Electronics Store
Agia Paraskevi,38.011666666666656,23.82,Ρωμανάκια,38.01159966468172,23.813390738247165,Cretan Restaurant
Agia Paraskevi,38.011666666666656,23.82,PerFit,38.007648111728784,23.82212190645295,Gym
Agia Paraskevi,38.011666666666656,23.82,Dodo's,38.006334375307524,23.827373246610602,Bar
Agia Paraskevi,38.011666666666656,23.82,Ζύμη & Ζάχαρη,38.009403228759766,23.824920654296875,Bakery
Agia Paraskevi,38.011666666666656,23.82,kupa,38.008692,23.825898,Café
Agia Paraskevi,38.011666666666656,23.82,Public,38.01298031660777,23.818550064312266,Electronics Store
Agia Paraskevi,38.011666666666656,23.82,Απολλώνιον,38.01251611271731,23.82196849906913,Bakery
Agia Paraskevi,38.011666666666656,23.82,Το ΡακάΔικό μας,38.004916586884995,23.82263028122799,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,Πέτρινο του Κρητικού,38.004585134385,23.82345918084775,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,Yava Fitness Center,38.00908861940711,23.825885190604478,Gym / Fitness Center
Agia Paraskevi,38.011666666666656,23.82,Σφήνα,38.012649495171246,23.81986216612628,Bistro
Agia Paraskevi,38.011666666666656,23.82,Σκλαβενίτης,38.01796906461446,23.810988907784946,Supermarket
Agia Paraskevi,38.011666666666656,23.82,Φούρνος Βενέτη,38.01069034830084,23.82383266080019,Bakery
Agia Paraskevi,38.011666666666656,23.82,Kibi,38.006187,23.827045,Sushi Restaurant
Agia Paraskevi,38.011666666666656,23.82,Kitchen Lab,38.005803784708924,23.827220649905247,Café
Agia Paraskevi,38.011666666666656,23.82,Φύση - Βλαχούλης,38.01756516877525,23.810575595919104,Flower Shop
Agia Paraskevi,38.011666666666656,23.82,Τα Πλατάνια,38.002726327265734,23.8141822322461,Steakhouse
Agia Paraskevi,38.011666666666656,23.82,Αράχωβα,38.007213375810956,23.827331377204953,Grilled Meat Restaurant
Agia Paraskevi,38.011666666666656,23.82,Χαρμάνης Hair and Beauty Bazaar,38.01387630395505,23.830979413147528,Cosmetics Shop
Agia Paraskevi,38.011666666666656,23.82,Oktabit,38.01480701207254,23.82272570864241,Electronics Store
Agia Paraskevi,38.011666666666656,23.82,Max Perry,38.013527,23.831542,Pastry Shop
Agia Paraskevi,38.011666666666656,23.82,PhysioPolis,38.01784222906292,23.810486868982363,Yoga Studio
Agia Paraskevi,38.011666666666656,23.82,The Big Bang,38.00541016357021,23.8287841429336,Café
Agia Paraskevi,38.011666666666656,23.82,Πλατεία Αγίου Ιωάννου,38.00603905611143,23.827371852577265,Plaza
Agia Paraskevi,38.011666666666656,23.82,La Pasteria,38.01168340366918,23.822789120267522,Italian Restaurant
Agia Paraskevi,38.011666666666656,23.82,Αμπαλάζ & Ντεκόρ,38.014713180883966,23.81679789764492,Gift Shop
Agia Paraskevi,38.011666666666656,23.82,Ethno Cafe,38.00474385698354,23.82244529162751,Café
Agia Paraskevi,38.011666666666656,23.82,King's Palace Pizza,38.00627401978351,23.820784091949463,Pizza Place
Agia Paraskevi,38.011666666666656,23.82,Καφέλξη,38.00587461093954,23.812419245839525,Café
Agia Paraskevi,38.011666666666656,23.82,Burger AP,38.006016632336966,23.82691522806845,Burger Joint
Agia Paraskevi,38.011666666666656,23.82,Papaspirou (Παπασπύρου),38.01751661426303,23.811119979234938,Bakery
Agia Paraskevi,38.011666666666656,23.82,Nanou Donuts House,38.005688285597344,23.812373449566046,Donut Shop
Agia Paraskevi,38.011666666666656,23.82,Κτήμα Αρίστη,38.01993868564186,23.815949441922086,Farm
Agia Paraskevi,38.011666666666656,23.82,Koralli Cafe & BilliardClub,38.01834901653442,23.827759984899057,Pool Hall
Agia Paraskevi,38.011666666666656,23.82,My Market,38.01410211712101,23.817352239498952,Supermarket
Agia Paraskevi,38.011666666666656,23.82,Μονοπάτι (Αϊ-Γιάννης),38.007564942870424,23.83227813505562,Trail
Agia Paraskevi,38.011666666666656,23.82,Kalamaki Square,38.0127963153255,23.820650273323942,Souvlaki Shop
Agia Paraskevi,38.011666666666656,23.82,Έτσι & αλλιώς,38.012622333112375,23.820110747605895,Café
Agia Paraskevi,38.011666666666656,23.82,Nanninella,38.00480886077827,23.82256425757776,Italian Restaurant
Agia Paraskevi,38.011666666666656,23.82,cafe bonjour,38.013314300673,23.817291857248765,Café
Agia Paraskevi,38.011666666666656,23.82,Πλατεία Κοντόπευκου,38.0172359384182,23.827729985444112,Plaza
Agia Paraskevi,38.011666666666656,23.82,Πορτο Κάγιο,38.020015072173855,23.82008381883235,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,Pita-q,38.0155,23.816028,Souvlaki Shop
Agia Paraskevi,38.011666666666656,23.82,The Black Rat,38.00594209533506,23.826743220447156,Pub
Agia Paraskevi,38.011666666666656,23.82,A.F.C. Football court,38.01488328124889,23.80878085745933,Soccer Field
Agia Paraskevi,38.011666666666656,23.82,Steak-i,38.01132886323754,23.813462688522176,Steakhouse
Agia Paraskevi,38.011666666666656,23.82,Σπιτικό,38.00495143068222,23.822628360709494,Greek Restaurant
Agia Paraskevi,38.011666666666656,23.82,Sklavenitis (Σκλαβενίτης),38.01102845036295,23.823799084821143,Supermarket
Agia Paraskevi,38.011666666666656,23.82,E Matrix Xalandri,38.01725416481729,23.811136232540303,Mobile Phone Shop
Agia Paraskevi,38.011666666666656,23.82,Vodafone,38.009385975827236,23.825208016912704,Mobile Phone Shop
Agia Paraskevi,38.011666666666656,23.82,Nama,38.016035004798056,23.817116269711704,Chinese Restaurant
Agia Paraskevi,38.011666666666656,23.82,Adidas Outlet Store,38.0109136,23.8105998,Sporting Goods Shop
Agia Varvara,38.0,23.65,Telescope,38.00690395306286,23.656406376254967,Café
Agia Varvara,38.0,23.65,Λουξ,38.005720334235576,23.66020901054308,Dessert Shop
Agia Varvara,38.0,23.65,Qahwa Roastery,38.00126616178212,23.663079398308774,Coffee Shop
Agia Varvara,38.0,23.65,Προφήτης Ηλίας,38.00768721353097,23.65772855260497,Park
Agia Varvara,38.0,23.65,Μιχάλης,38.0088987490087,23.6529537285625,Grilled Meat Restaurant
Agia Varvara,38.0,23.65,Pantheon Agia Varvara,37.99371103080518,23.65009988740786,Park
Agia Varvara,38.0,23.65,Xalvadopoiia Kosmidis,37.99609231265335,23.662672828410862,Dessert Shop
Agia Varvara,38.0,23.65,Αγάθης,38.000677304023114,23.644433670160538,Bakery
Agia Varvara,38.0,23.65,My market,37.99611479194625,23.66133650343436,Supermarket
Agia Varvara,38.0,23.65,Ένα & Ένα,38.008928,23.652822,Taverna
Agia Varvara,38.0,23.65,Λαδόκολλα,38.00214834109885,23.663290398592018,Greek Restaurant
Agia Varvara,38.0,23.65,Λευτερης,37.99383660248351,23.651979362449698,Greek Restaurant
Agia Varvara,38.0,23.65,Πλατεία 25ης Μαρτίου,37.99898765123525,23.643982374793975,Plaza
Agia Varvara,38.0,23.65,Γήπεδο Μπάσκετ Σχιστού Κορυδαλλού,38.0002697196846,23.643209404047543,Basketball Court
Agia Varvara,38.0,23.65,Πλατεία Φλέμινγκ,37.997172852233874,23.64309897956759,Plaza
Agia Varvara,38.0,23.65,Μπάμπης & Λευτέρης,37.99372268117738,23.650086292949357,Greek Restaurant
Agia Varvara,38.0,23.65,Dom,37.99363201258851,23.650412642208853,Café
Agia Varvara,38.0,23.65,Lidl,38.01035135,23.65046681,Supermarket
Agia Varvara,38.0,23.65,Σάββας Βρώμικο,38.0075111174911,23.65200842106107,Food Truck
Agia Varvara,38.0,23.65,Taverna Angelos (Ταβέρνα Άγγελος),38.00131595326364,23.662930543184896,Taverna
Agia Varvara,38.0,23.65,Γρηγόρης,37.99320038118145,23.660440449298967,Snack Place
Agia Varvara,38.0,23.65,Κλειστό Γήπεδο Νικηφόρου,37.99731625383122,23.661726006364475,Basketball Stadium
Agia Varvara,38.0,23.65,Oasi,38.009407345216346,23.65326956332686,Greek Restaurant
Agia Varvara,38.0,23.65,"Κινηματοθέατρο ""Γιάννης Ρίτσος""",37.99078782940017,23.654135507275903,Theater
Agia Varvara,38.0,23.65,monocafe,38.01004321609611,23.648759658881776,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Passarella,38.03011700642592,23.713896549628654,Dessert Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Anatello,38.03130460785372,23.711488175353843,Kids Store
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Πλατεία Ρίμινι,38.03721242064779,23.710465422615933,Plaza
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,McDonald's,38.03123804784753,23.71238054235854,Fast Food Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,sala sport,38.036311862078904,23.715029107868887,Basketball Court
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Κακοφωνίξ,38.028755125222425,23.721126530897898,Bar
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,The Twins Inspiration,38.033952765638006,23.706843112680147,Creperie
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Jazz Burger Bar,38.03371836206323,23.706909187127096,Burger Joint
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Ψητοπωλείο ΧΑΛΑΛΙ,38.03597650213263,23.711055248999507,Greek Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,The Oldies,38.0277063824263,23.71965916722619,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Central Square,38.0320467079274,23.708082866099506,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,μεζεδοπωλειο μουριες,38.03163417708723,23.723935385169987,Meze Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,alsos cafe,38.03493657278944,23.707026154613217,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Enzzo Cook Bar,38.032249264112586,23.70902012843048,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Skitso Cafe,38.03066563583495,23.708201976977357,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Ζαφειρίου,38.03203928784222,23.706926450729178,Bookstore
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Central Fitness Hall,38.03151881874804,23.71153008937119,Gym
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Οναρ,38.03423883892217,23.72574791763316,Indie Movie Theater
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Blinders,38.02714683977348,23.72497596116942,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,NooK,38.02992264181761,23.708390817046165,Breakfast Spot
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Πύργος Βασιλίσσης,38.04230079449958,23.72172140676777,Castle
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Kafarakis Nuts & Herbs (Καφαράκης Ξηροί Καρποί),38.031715285587744,23.70699405670166,Gourmet Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Αθλητικό Κέντρο Ραδιοφωνίας,38.037750443630635,23.708140977359268,Stadium
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Κρίταμο,38.029634993441114,23.70712550431736,Meze Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Σκλαβενίτης,38.04165551144628,23.72535763997908,Supermarket
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,ΦΩΤΗΣ,38.0277236929537,23.722430644430208,Breakfast Spot
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,719 Music Studio,38.02386687629331,23.71135493541771,Recording Studio
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Power Tactics  Krav Maga Ilion,38.037798635876044,23.705496908700614,Athletics & Sports
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Θέμης Ψητοπωλείο,38.0241124165477,23.72281860873169,Taverna
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,3 Cafe,38.032553754530035,23.707691980806064,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Flapjacks,38.03252,23.707731,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Odeon Escape,38.04181657294344,23.723846500663175,Multiplex
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Κέντρο της Γης,38.04261843072852,23.721913814694304,Park
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Ίλιον Grill Γεύσεις,38.02948181600524,23.707109676834673,Greek Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Λιάκος πεϊνιρλϊ,38.03284146522397,23.708193237007833,Snack Place
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Κεντρική Πλατεία Ιλίου,38.032163398958474,23.707850420997904,Plaza
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,The Wooden Box,38.029618920033144,23.706798947488867,Burger Joint
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Καμπανάκια,38.028347958595134,23.723996593885335,Greek Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Vodafone Αγ.Αναργύρων,38.02663464409305,23.717817773126058,Mobile Phone Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Mikel Coffee Company,38.02750544339284,23.723967624272408,Coffee Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,tuttojns,38.03147397087648,23.708582622728883,Clothing Store
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,"S,T Coffee speciality",38.027645055766946,23.72177738261171,Coffee Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Χρώμα cafe,38.03267762534476,23.7076899742761,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Και μετά,38.02986948689625,23.711026661279618,Meze Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Πλατεία Αγίου Φανουρίου,38.023989244153995,23.710558400217767,Plaza
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Coffee Island,38.03143205513486,23.705013333687585,Coffee Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Lobby,38.02734804376694,23.72451587112669,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Υπογλυκαιμίες,38.041884057862354,23.72103390717939,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Coffee Island,38.023690081287405,23.710693881833752,Coffee Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Cafe Nouvel,38.02738728250103,23.71828002286691,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Άλσος Ιλίου,38.03494030975728,23.707513375422742,Park
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,crep art,38.03280985023147,23.707188903845385,Coffee Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,aiolia cafe,38.03363154557722,23.706995584798094,Bar
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Σκλαβενίτης,38.03004592611328,23.71392775129467,Supermarket
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Vodafone,38.03136705475947,23.70764917193306,Mobile Phone Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Cocorico,38.03528711067615,23.706613127925973,Greek Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Local,38.02927118788403,23.7067361278698,Bar
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,cafeSPRESSO,38.02771752407598,23.723942894299334,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Escape Center,38.0422745099125,23.723977500201638,Shopping Mall
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,My market,38.02886640475015,23.70736984042227,Supermarket
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Yard Cafe,38.035039103397274,23.707549063998083,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Margarita's,38.03272796810236,23.70762510115464,Café
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Pet City,38.03132384753698,23.711851688951338,Pet Store
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Πλατεία Αγίων Αναργύρων,38.0273517138733,23.71786290287676,Plaza
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Vodafone,38.027639178396626,23.72218397614995,Mobile Phone Shop
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Σάββας Κεμπάπ,38.02725040733125,23.71827691068859,Kebab Restaurant
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Everest,38.026714,23.718071,Snack Place
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Αστέρι (πρώην Ίλιον),38.033013886338935,23.707658653713708,Movie Theater
Agioi Anargyroi-Kamatero,38.03333333333333,23.716666666666665,Goody's Burger House,38.04231558123875,23.723960426615935,Burger Joint
